date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
12/15/2021,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,819,7.2606
12/15/2021,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2606,23.1028
1/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3501,30.8865
1/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1656,14.6096
1/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8001,70.5864
1/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6498,57.3267
1/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,6804,60.0263
1/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,906,7.9929
1/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2944,25.9726
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,2223,19.6118
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2223,19.6118
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7500,66.1665
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6300,55.5799
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7200,63.5199
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,7200,63.5199
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1000,8.8222
1/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3189,28.134
1/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2500,22.0555
1/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2560,22.5848
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3094,27.2959
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1656,14.6096
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6581,58.0589
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,5850,51.6099
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,6600,58.2265
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1344,11.857
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,959,8.4605
1/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,1760,15.5271
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3177,28.0281
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1928,17.0092
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6958,61.3849
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,9450,83.3698
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8290.5,73.1405
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,9780,86.2811
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,932,8.2223
1/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3198,28.2134
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2108,18.5972
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6500,57.3443
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7200,63.5199
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8100,71.4598
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,1449,12.7834
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1250,11.0278
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,975,8.6016
1/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2400,21.1733
1/15/2022,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1633,14.4067
1/15/2022,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3918,34.5654
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3510,30.9659
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2256,19.9029
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5500,48.5221
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6750,59.5499
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6660,58.7559
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8201,72.3509
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,5231,46.1489
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1644,14.5037
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1170,10.322
1/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2237,19.7353
1/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3960,34.9359
1/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,2173,19.1706
1/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6233,54.9888
1/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6750,59.5499
1/15/2022,North Eastern,Mandera,Takaba (Mandera),3.394616,40.225882,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,9698,85.5577
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3699,32.6333
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2313,20.4058
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7780,68.6367
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,10859.5,95.8047
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,11196,98.7734
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1527,13.4715
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1200,10.5866
1/15/2022,Nyanza,Kisumu,Kibuye (Kisumu),-0.0927162,34.7691,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,4790,42.2583
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3000,26.4666
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,4000,35.2888
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5000,44.111
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,8250,72.7832
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8437.5,74.4373
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,10913,96.2767
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,8100,71.4598
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1656,14.6096
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,650,5.7344
1/15/2022,Rift Valley,Baringo,Marigat town (Baringo),0.469569,35.980663,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3200,28.231
1/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2145,18.9236
1/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8166,72.0421
1/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1000,8.8222
1/15/2022,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),-2.09913,36.79296,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,477,4.2082
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3072,27.1018
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2833,24.9933
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,4667,41.1732
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,4500,39.6999
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,5400,47.6399
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6300,55.5799
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,6360,56.1092
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,9000,79.3998
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1380,12.1746
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1040,9.1751
1/15/2022,Rift Valley,Nakuru,Wakulima (Nakuru),-0.303099,36.080026,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2997,26.4401
1/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Maize,KG,actual,Wholesale,KES,32.7,0.2885
1/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1698,14.9801
1/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,3600,31.7599
1/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,5702.5,50.3086
1/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,5787,51.0541
1/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,899,7.9312
1/15/2022,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),0.516667,35.283333,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,5866,51.751
1/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1583,13.9655
1/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1595,14.0714
1/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,8001,70.5864
1/15/2022,Rift Valley,West Pokot,Lomut (West Pokot),1.4352,35.5744,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3200,28.231
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2898,25.5667
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1335,11.7776
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,5000,44.111
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6498,57.3267
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7251,63.9698
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,2167,19.1177
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1108,9.775
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,845,7.4548
1/15/2022,Rift Valley,West Pokot,Makutano (West Pokot),1.253093,35.076653,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2765,24.3934
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,1768.75,15.5768
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6500,57.2435
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,8001,70.4624
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,6003,52.8666
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7002,61.6645
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8001,70.4624
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,1275.75,11.2351
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,843.75,7.4306
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,885.62,7.7994
2/15/2022,Central,Nyeri,Karatina (Nyeri),-0.4817,37.1251,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2880,25.3633
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, red)",50 KG,actual,Wholesale,KES,2116.25,18.6372
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2116.25,18.6372
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7500,66.0502
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,6300,55.4822
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,7200,63.4082
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,6975,61.4267
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1218.75,10.7332
2/15/2022,Eastern,Machakos,Tala Centre Market (Machakos),-1.26703,37.32013,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3747.2,33.0004
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3330,29.3263
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2500,22.0167
2/15/2022,Eastern,Makueni,Kathonzweni (Makueni),-1.91347,37.73165,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2560,22.5451
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,2306.25,20.3104
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1437.5,12.6596
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,6075,53.5007
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,6975,61.4267
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,7987.5,70.3435
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,2125,18.7142
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,1040,9.159
2/15/2022,Eastern,Meru South,Kaanwa (Tharaka Nithi),-0.3211866,37.71912,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,1760,15.4998
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Maize (white, dry)",90 KG,actual,Wholesale,KES,3087,27.1863
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,1991.25,17.5363
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6416.67,56.5096
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,cereals and tubers,Sorghum (white),90 KG,actual,Wholesale,KES,8100,71.3342
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7599.38,66.9254
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8957.25,78.8838
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,pulses and nuts,Cowpeas,90 KG,actual,Wholesale,KES,10503,92.4967
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1250,11.0084
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,792.67,6.9808
2/15/2022,Nairobi,Nairobi,Kangemi (Nairobi),-1.269275,36.744238,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,2809.6,24.7433
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2411.25,21.2351
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,7000,61.6469
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (dolichos),90 KG,actual,Wholesale,KES,7425,65.3897
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (rosecoco),90 KG,actual,Wholesale,KES,7350,64.7292
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,pulses and nuts,Beans (yellow),90 KG,actual,Wholesale,KES,8100,71.3342
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Cabbage,126 KG,actual,Wholesale,KES,1669.5,14.7028
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Kale,50 KG,actual,Wholesale,KES,1250,11.0084
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Onions (dry),13 KG,actual,Wholesale,KES,983.12,8.6581
2/15/2022,Nairobi,Nairobi,Kitengela (Kajiado),-1.285515,36.8556,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3520,30.9996
2/15/2022,Nairobi,Nairobi,Wakulima (Nairobi),-1.28745,36.83173,vegetables and fruits,Tomatoes,64 KG,actual,Wholesale,KES,3443.2,30.3232
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,"Potatoes (Irish, white)",50 KG,actual,Wholesale,KES,2450,21.5764
2/15/2022,North Eastern,Garissa,Garissa town (Garissa),-0.459682,39.64136,cereals and tubers,Rice (aromatic),50 KG,actual,Wholesale,KES,6125,53.941
